"Title","Genres","Release Date","Release Country","Movie Rating","Review Rating","Movie Run Time","Plot","Cast","Language","Filming Locations","Budget"
"Vampire Camp (2012)"," Comedy| Horror","16-Jul-12","USA",,6.7,,"Directed by Ray Nomoto Robison. With Levi Anderson, Robert Armstrong, Tamara Barrus, Sig Dekany. This feature length comedy won the ""Best Feature"" award at the 2013 Vampire Film Festival. Vampire Camp follows vampire hunting expert, Professor Bartholomew Dubbs as he gives a weekend workshop on how to find and kill vampires. Comedy ensues when his assistants discover that half those signed up for the workshop are vampires who intend to kill Dubbs during the red moon. Directed by Ray Nomoto ...","Levi Anderson|Robert Armstrong|Tamara Barrus|Sig Dekany|Scott Ford|Catherine Franklin|Pat Murphy Garfas|Cat Gould|Brittany Granstrom|Randy Granstrom|Danielle Kelly|Chance Larsen|Kirk McKenzie|Michael Meyer|Brian Michael O'Connor","English","Medford, Oregon, USA",
"The G-string Horror (2012)"," Horror| Mystery| Thriller","5-Dec-12","USA","NOT RATED",3.5,"74 min","Directed by Charles Webb. With Ed Bowers, Genna Darling, Mike Gleason, Debra Lamb. When a production company starts shooting a horror film in a 100 year old...and actually haunted...Sid Grauman built movie palace turned strip club in San Francisco, the 'inhabitants' revolt and take over the movie for their own purposes with bizarre and shocking results. The G-string Horror has been described by one blogger as 'an independent, European-style surrealist film with great horror ...","Ed Bowers|Genna Darling|Mike Gleason|Debra Lamb|Trevor O'Donnell|Natasha Talonz","English","San Francisco, California, USA",
"Hypnagogic (2015)"," Drama| Horror| Thriller",2015,"USA",,4,"51 min","Directed by Janet Llavina. With Ria Eaton, Kristi Lynn, Paul Bellefeuille, Linda Brann. A psychological drama with supernatural elements that keeps you wondering if you are witnessing a young girl's journey towards insanity, or if the demons, visions, and nightmares that haunt her are not just in her head.","Ria Eaton|Kristi Lynn|Paul Bellefeuille|Linda Brann|Michael Mercer|Sophia Gilberto|Nitasha Garcia|Danny Falco|Timmy DeCoff|Oselito Joseph|Nate Bellefeuille|John Corkum|Bob Desmond|John Molligi|Christopher Ryan","English","Portland, Maine, USA","$500,000 "
"Aftermath (2012)"," Action| Horror","31-Oct-12","USA",,5.3,"105 min","Directed by Robert Thompson. With Brandon Benz, Rachel Bougher, Geoff Briley, Ennis L. Brown Jr.. For all intents and purposes, the Apocalypse has happened. ""Aftermath"" is the story of those who have survived. But their nightmare has only begun. In a world where those infected kill and eat the living, how much time does anyone really have? Where the living may still prove to be more dangerous than the dead? Witness what happens when the world you know ends, and the next chapter, begins.","Brandon Benz|Rachel Bougher|Geoff Briley|Ennis L. Brown Jr.|Tim Collins Jr.|Kassy Collins|Gabby Craig|Michelle Duval|Maggie Dye|Natasha Faulstich|Rain Franko|Allison Gamble|Clarissa Gamble|Jody Gilbert|Logan Gordon","English",,
"Sleep Eaters (2017)"," Horror","1-Apr-17","USA",,,,"Directed by Shane Grant. With Tony Bennett, Craig Capone, Bill Cassinelli, Starr Ferris. A year after the events of the first film, SLEEP EATER (2016) we follow Rachel Stephens who is trying to uncover the truth behind the unspeakable ""Cannibal"" Kelly Anderson murders that happened in her town of Bangor, Maine. Meanwhile, Kelly Anderson who is now on the run from the law, and with a bounty on his head finds himself in the middle of a war between a lonely man, Reggie and a family of ...","Tony Bennett|Craig Capone|Bill Cassinelli|Starr Ferris|Pete Haase|Opie Helstrom|Curtis Lusk|William McDonough III|Ruth Phelps|Danielle Roussel|Timothy J. Ryan|Jason Tripp","English",,
"Nenek gayung (2012)"," Comedy| Horror","19-Apr-12","Indonesia",,3.8,"79 min","Directed by Nuri Dahlia. With Aden Bajaj, Isa Bajaj, Melky Bajaj, Nikita Mirzani.","Aden Bajaj|Isa Bajaj|Melky Bajaj|Nikita Mirzani|Kiki Moh|Yurike Prastica|Kartika Putri|Joe Richard|Yadi Sembako|Tata Sivek|Mudy Taylor|Zacky Zimah","Indonesian",,
"Reclusion (2012)"," Horror| Thriller",2012,"USA",,5.2,"84 min","Directed by Andrew McGowan. With Irina Abraham, Kyle Burns, Jack W. Clarke III, Jack Andrew Clarke. A beautiful young student house-sits for family friends, seeking peace and perspective. A psychotic killer on a weekend rampage finds refuge in the same secluded house, setting off an unsettling game of cat and mouse in this psychological horror film.","Irina Abraham|Kyle Burns|Jack W. Clarke III|Jack Andrew Clarke|Christopher Cotten|Anthony Fraser|Robert Freedman|George Grassi|Marie Kettenring|Timothy Knipper|Ashley Maxwell|Andrew M. McGowan|Laurie McGowan|Tara McGowan|Quinn Miller-Bedell","English",,"$10,000 "
"American Maniacs (2012)"," Drama| Horror| Thriller","1-Jan-12","USA",,3.3,,"Directed by C.M. Downs. With Samantha Jane Adler, Miranda Admire, Aminca Bond, Dana Carroll. A terrifying story of six members of an evangelical Christian group who have been abducted in rural Kansas.","Samantha Jane Adler|Miranda Admire|Aminca Bond|Dana Carroll|Denise Carroll|Aaron Champion|Jason Coffman|Amanda Culbertson|Tamara Frapasella|Ed D. Gauger|William E. Gill|Greg Hahn|Cameron Haines|Kurt Hanover|Amanda Harrison","English","Kansas, USA",
"Zombie with a Shotgun (2017)"," Action| Horror| Romance",2017,"USA",,,,"Directed by Hilton Ariel Ruiz. With Braeden Baade, Kathryn Kuhn, Kyle Hester, Emilie Paap. ZOMBIE WITH A SHOTGUN is the feature adaptation of the popular web series of the same name. Aaron and Rachel are on the run due to the fact that Aaron is infected by what seems to be a zombie virus. As the story unfolds, they find that there is more to this infection than it seems. For some reason, he has not developed the full zombie virus. He seems to be trapped in a transitional phase which ...","Braeden Baade|Kathryn Kuhn|Kyle Hester|Emilie Paap|Chelsea Lesage|Jeremy Fultz|Brandi Satterfield|David Lee|John Luke|Sammy Mena|Ryan Forsythe|Ashley Dargham|George V. Andreakos|Chris Dickerson|Foster Davis","English",,
"Empire State of the Dead (2016)"," Horror","28-May-16","USA",,5.7,,"Directed by Ron Bonk. With Wes Reid, Eli DeGeer, Wayne W. Johnson, Joel Miscione. The recently deceased rise, feasting upon the living as a zombie outbreak spreads across the globe. In Central New York, a small Marine patrol, led by Seargent Ritter, tries to keep order. But while battling the living dead they are also faced with roving gangs going unchecked and entire military units defecting. Amid the chaos, a drug lord named Ray sees an opportunity to rule the new world ...","Wes Reid|Eli DeGeer|Wayne W. Johnson|Joel Miscione|Michael Merchant|Cassandra Hayes|Alan Doshna|Mary Snell","English",,
"Viral (2013)"," Comedy| Horror| Thriller","29-Nov-13","Spain",,4.5,"95 min","Directed by Lucas Figueroa. With Juan Blanco, Pedro Casablanc, Dafne Fernández, Alba Ferrara. What would you be willing to do to get 100,000 fans?","Juan Blanco|Pedro Casablanc|Dafne Fernández|Alba Ferrara|Aura Garrido|Màxim Huerta|Paco Jaen|Salomé Jiménez|Borja Luna|Chani Martín|Eva Martín|Miriam Martín|Miguel Ángel Muñoz|Julio Perillán|Rodrigo Poisón","Spanish",,
"The Last Halloween (2014)"," Horror","24-Oct-14","USA",,7.2,,"Directed by Christopher L. Ferreira. With Vanessa Leigh, Jennifer Gjulameti, Haley Pine, Tom Paolino. A tradition as old as life itself. A tradition old as the demonic forces it represents. The story of a group of people unwilling to face the truth, and unable to reconcile the past. And one man who can. But is he even a man? When humans can't put the past away. And another entity who simply does not want to.","Vanessa Leigh|Jennifer Gjulameti|Haley Pine|Tom Paolino|Samantha Acampora|Brian Douglas Young|Nathaniel Sylva|Tom Kenny|Carlyne Fournier|Danielle Lyons|Olivia Larsen|Jamie Mazareas|Michael Thurber|Jordan Mitchell-Love|Christopher P. O'Reilly","English",,"$12,000 "
"The Killer Unicorn (2017)"," Horror",2017,"USA",,,,"Directed by Drew Bolton. With Markus Kelle, José D. Álvarez, Chris Jehnert, Dennis Budesheim. Danny is your average Brooklyn party boy. This year, he and his friends couldn't be more excited about the upcoming ""Brooklyn Annual Enema Party""; one of Brooklyn's biggest party, the event is a place ""where you come to get douched and dance"". While the night starts out fun, it quickly takes a turn for the worst when Danny is attacked by a stranger. In the end, his fabulous drag queen and queer ...","Markus Kelle|Chris Jehnert|Alejandro La Rosa|José D. Álvarez|Matthew de Leon|Monica Bradley|Will Sheridan|Dennis Budesheim","English","Brooklyn, New York, USA","$150,000 "
"Rudyard Kipling's Mark of the Beast (2012)"," Horror","23-Oct-12","USA",,5.2,,"Directed by Jonathan Gorman, Thomas Edward Seymour. With Ellen Muth, Debbie Rochon, Margaret Rose Champagne, Thomas Edward Seymour.","Ellen Muth|Debbie Rochon|Margaret Rose Champagne|Thomas Edward Seymour|Sheri Lynn|Phil Hall|Dick Boland|Matt Ford|Isaiah Entsua -Mensah|Mark Bovino|Aaron Syler","English","Connecticut, USA",
"The Final Exit (2017)"," Horror","22-Sep-17","India",,,,"Directed by Dhwanil Mehta. With Kunaal Roy Kapur.","Kunaal Roy Kapur","Hindi",,
"Die Laughing (2017)"," Biography| Comedy| Horror","11-Sep-17","USA",,6.5,"69 min","Directed by Bob Golub, Mark Mannschreck. With Bob Golub, Mike Ivy, Randy Lubas, Sarah Rosenberg. A documentary filmmaker unwittingly becomes entangled in a murder spree of an angry struggling stand up comedian.","Bob Golub|Mike Ivy|Randy Lubas|Sarah Rosenberg","English",,
"7 Faces of Jack the Ripper (2014)"," Horror","1-Aug-14","USA",,3.4,,"Directed by Timothy Woodward Jr., Johnny Kearns. With Timothy Woodward Jr., Jeremy London, Jerry G. Angelo, Said Faraj. This modern adaptation takes place in the streets of Los Angeles, where a copycat killer is not only inspired by a true story but also based in part on the actual psychiatric case files of a leading Jack the Ripper suspect which were recently made public by the mental institution where he was detained for years.","Timothy Woodward Jr.|Jeremy London|Jerry G. Angelo|Said Faraj|Antwon Tanner|Patrick Kilpatrick|Matt Cinquanta|Rachel Pringle|Kommerina DeYoung|Mindy Robinson|Kimberly Winegar|Annie Hardin|Matt Abel|Josh Berger|Al Burke","English",,
"Voidfinder (2017)"," Horror| Thriller",2017,"USA",,7.8,"106 min","Directed by Hal Burdick. With Mike Rae Anderson, Ollie Anne, Rory Boyd, Nicole Burgess. A supernatural stalker pursues a super model to steal her soul with his demonic camera.","Mike Rae Anderson|Ollie Anne|Rory Boyd|Nicole Burgess|Tracey Coppedge|Erin Dangler|James Filanowski|Jordan Forte|Stephanie Howard|Barry Jaynes|Cameron Jaynes|Rowan Christienne Jaynes|Tank Jones|Billy Kelly|Jeremy Kuhn","English",,"$200,000 "
"Dracula's Angel (2014)"," Animation| Horror| Romance| Thriller","10-Oct-14","USA","NOT RATED",4,"87 min","Directed by Bryan Beasley. With Bryan Beasley, Carol Carson. Laura Randolph is on a quest to find her true love: Dracula.","Bryan Beasley|Carol Carson","English",,
"The House That Never Dies (2014)"," Drama| Horror| Mystery| Romance| Thriller","18-Jul-14","China",,4.6,"90 min","Directed by Wai Man Yip. With Francis Ng, Ruby Lin, Tony Yo-ning Yang, Monica Siu-Kei Mok. Story based on the legendary mansion at No. 81 on Chaoyangmennei Street in Beijing, which local legend says is haunted by the ghost of a Kuomintang official's wife, who committed suicide in the home around the time of the Cultural Revolution. The film follows Xu Ruoqing a woman whose presence in the notorious mansion draws up the spirits that have taken residence there.","Francis Ng|Ruby Lin|Tony Yo-ning Yang|Monica Siu-Kei Mok|Hailu Qin|Pat Ha|Zhi Han|Elaine Jin|Jing Li|Cheung-Yan Yuen|Juming Zhang","Mandarin","Wuxi, Jiangsu, China","  CNY 32,000,000  "
"Frostbite (2013)"," Horror","15-Jun-13","USA",,4.2,"90 min","Directed by Bridget Machete. With Walter Lauer, Chrissy Oakes, Linda Haspel, Vinny Iuspa. Frostbite is about a schizophrenic teen who must prove a killer yeti urban legend is a hoax after coming face to face with a costumed yeti. Jake Elomaa is told he and his family are moving to Finland when they discover their grandfather passed away and left his Finnish manor in their name. Upon arriving in Finland, Jake learns about the urban legends surrounding the town-there is a wild Yeti on ...","Walter Lauer|Chrissy Oakes|Linda Haspel|Vinny Iuspa|Megan Abell|Daniel Adwar|Stephanie Furgang Adwar|Brandon Bolton|Danielle Coppeland|John Corcoron|Ludovic Coutaud|Elann Danziger|Gina DeLong|Kelsey DiCarlo|Sinead Fallon","English","Pearl River, New York, USA","$15,000 "
"I Miss U (2012)"," Horror| Romance","31-May-12","Thailand",,5.7,"118 min","Directed by Monthon Arayangkoon. With Jesdaporn Pholdee, Apinya Sakuljaroensuk, Natthaweeranuch Thongmee, Inthira Charoenpura. Bee is falling in love with her senior surgeon co-worker. But his girlfriend who recently died in an accident isn't quite ready to give him up yet.","Jesdaporn Pholdee|Apinya Sakuljaroensuk|Natthaweeranuch Thongmee|Inthira Charoenpura","Thai",,
"Deadly Punkettes (2014)"," Drama| Horror| Thriller","9-Aug-14","USA","NOT RATED",4.2,"80 min","Directed by Jared Masters. With Andy Dick, Lourdes Narro, D'Lannie Brown, Lauren Taler. A lead singer in a teenage girl-band, mysteriously dies and soon haunts the other members, their new manager and her replacement.","Andy Dick|Lourdes Narro|D'Lannie Brown|Lauren Taler|Dave Knapp|Jillean Tucker|Dawna Lee Heising|Skylar Ripp|Danielle Stavin|Julia Faye West|Ella Arro|Mantha Balourdou|Jesse Briandi|Melanie J. Brown|Stevie Ray C.",,"Hollywood, California, USA","$50,000 "
"Zlo (2012)"," Horror","12-Apr-12","Slovakia",,4.8,,"Directed by Peter Bebjak. With Andrej Dubravsky, Kamil Kollarik, Tom Sotak. A small crew of filmmakers are working on a television show, specializing in the paranormal, when they get word that a strange man is having problems with spirits inside his home. They go to check it out. Little do they know, they are about to embark on a journey through hell, as matters get way out of hand.","Andrej Dubravsky|Kamil Kollarik|Tom Sotak","Slovak",,
"Things Fall Apart (2017)"," Drama| Horror| Thriller","21-Jul-17","Germany",,,"80 min","Directed by Hussein Juma. With Michelle Brandenburg, Bobbi Goddard, Chengis Javeri, Gina Lorene. Part mumblecore drama, part surreal horror film, 'Things Fall Apart' when a strange, mysterious artifact is shared at a dinner party causing a group of old friends to question their loyalties and finally, their sanity.","Michelle Brandenburg|Bobbi Goddard|Chengis Javeri|Gina Lorene|Ryan Rollinson|Camille Shum","English",,
"The Locksmith (2017)"," Horror","12-May-17","USA",,,"90 min","Directed by Ryan Miningham. With Don Wallace, Sophie Scarf, Annabel Graham, Geoff James. An aging Police Chief and a New York City detective hunt down a serial Killer in the deep South.","Don Wallace|Sophie Scarf|Annabel Graham|Geoff James|Dave Boggess|Teresa Mink|David Alexander|Carlisle Forrester|Felicia Neighbors|Lexi Moeller|Chase Parker|Lance Ellis|April Sinclair|Hardie Dawn|Christopher Bradford","English","Dalton, Georgia, USA","$1,000,000 "
"Helak: Kayip Köy (2015)"," Horror| Thriller","22-May-15","Turkey",,4.1,,"Directed by Ozgur Bakar. With Soydan Soydas, Tugce Aksum, Ömer Güney, Poyraz Yilmaz. A family fled to an abandoned village after murdering their father to inherit his proprietary wealth so to cure their tongue-tied son but as they get there they found what they did not expect.","Soydan Soydas|Tugce Aksum|Ömer Güney|Poyraz Yilmaz|Alpay Aksum|Suleyman Kabaali|Firat Tanis|Volkan Basaran","Turkish","Güzelyurt, Aksaray, Turkey",
"Mad Mutilator (1983)"," Horror","4-Dec-12","France",,4.4,"90 min","Directed by N.G. Mount. With Robert Alaux, Françoise Deniel, Pierre Pattin, Alain Petit.","Robert Alaux|Françoise Deniel|Pierre Pattin|Alain Petit|Jean-Pierre Putters|Christophe Lemaire|Michel Pratt|Fabrice Bourdon|Alain Cayol|Michel Chevalier|François Cognard|Michel Desangles|Nathalie Dumont|Carmen Garcia|Michel Gault","French","Orléans, Loiret, France",
"Moonshine Meat Market Mayhem (2016)"," Action| Adult| Comedy| Horror| Sci-Fi| Western","1-May-17","USA",,5.2,,"Directed by Chaz Buchanan. With Cory Werthen, James D. Pruitt, Kevin A. Green, Michael Green Jr..","Cory Werthen|James D. Pruitt|Kevin A. Green|Michael Green Jr.|Scott Rumsey|Michael W. Green|Nicole Holt|Daphine Green|Stan-Lee Ray Baker|Brady Birge|Shawn Bolest|Alan Gunter|Telisa Kyle|Sheril Rodgers|Jan Duncan Weir","English","Sherman, Texas, USA",
